id_osc,tx_razao_social_osc,tx_nome_fantasia_osc,cd_natureza_juridica_osc,tx_nome_natureza_juridica,ano_inicio,div_cnae20_corrigido,grp_cnae20_corrigido,clas_cnae20_corrigido,tx_nome_classe_atividade_economica,sbcl_cnae_corrigido,tx_nome_subclasse_atividade_economica,tx_bairro,edmu_cd_municipio,edmu_nm_municipio,eduf_cd_uf,eduf_sg_uf,agg_tx_nome_area_atuacao,agg_tx_nome_subarea_atuacao
540654,"INSTITUTO ANIMA SOCIESC DE INOVACAO, PESQUISA E CULTURA",,3999,Associação Privada,2005.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,VILA MATHIAS,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
590311,ASSOCIACAO BENEFICIENTE FAMILIAR BELEM DE CRIANCAS E ADOLESCENTES CARENTES,ABEFAC,3999,Associação Privada,2012.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,MACUCO,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
590335,CLUBE DOS CORRETORES DE SEGUROS DA COSTA DA MATA ATLANTICA,MESMO,3999,Associação Privada,2003.0,94.0,941.0,94120.0,Atividades de organizações associativas profissionais,9412000.0,Atividades de organizações associativas profissionais,VILA MATHIAS,3548500.0,Santos,35.0,SP,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
590456,ASSOCIACAO M2 NETWORK,,3999,Associação Privada,2013.0,,,,,,,VILA MATHIAS,3548500.0,Santos,35.0,SP,"Associações patronais, profissionais e de produtores rurais",Associações empresariais e patronais
590611,FRATERNIDADE DE ALIANCA TOCA DE ASSIS,TOCA DE ASSIS,3999,Associação Privada,2002.0,87.0,873.0,87301.0,Atividades de assistência social prestadas em residências coletivas e particulares,8730199.0,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,ENCRUZILHADA,3548500.0,Santos,35.0,SP,Religião,Religião
590823,ASSOCIACAO DOS COMBATENTES DE 1932 - DE SANTOS,,3999,Associação Privada,1997.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,CENTRO,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
590916,AFABAN - ASSOCIACAO DOS FUNCIONARIOS APOSENTADOS E PENSIONISTAS DO BANCO DO ESTADO DE SAO PAULO DA BAIXADA SANTISTA,AFABAN,3999,Associação Privada,1997.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,BOQUEIRAO,3548500.0,Santos,35.0,SP,Outras atividades associativas,Associações de atividades não especificadas anteriormente
590973,ASSOCIACAO PALACIO MACONICO DE SANTOS,ASSOCIACAO PALACIO PACONICO DE SANTOS,3999,Associação Privada,1998.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,MACUCO,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
591042,ASSOC.CESS.MODULOS DO SPECIAL CAMPING,ACMSC,3999,Associação Privada,1998.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,CENTRO,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
591155,INSTITUTO DE PRESERVACAO E DIFUSAO DA HISTORIA DO CAFE E DA IMIGRACAO,,3999,Associação Privada,1998.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,CENTRO,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
591198,ASSOCIACAO DE CRIANCAS ESPECIAIS DE SANTOS - ACES,ESCOLA DE EDUCACAO ESPECIAL WALTER BERGAMO,3999,Associação Privada,1998.0,85.0,851.0,85139.0,Ensino fundamental,8513900.0,Ensino fundamental,CAMPO GRANDE,3548500.0,Santos,35.0,SP,Educação e pesquisa,Ensino fundamental
591291,ASSOCIACAO BRASILEIRA DE TERMINAIS DE LIQUIDOS,ABTL,3999,Associação Privada,1998.0,94.0,941.0,94111.0,Atividades de organizações associativas patronais e empresariais,9411100.0,Atividades de organizações associativas patronais e empresariais,VILA MATHIAS,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
591293,ASSOCIACAO FABRICA DE SOLIDARIEDADE,,3999,Associação Privada,1998.0,87.0,873.0,87301.0,Atividades de assistência social prestadas em residências coletivas e particulares,8730199.0,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,MORRO SAO BENTO,3548500.0,Santos,35.0,SP,Educação e pesquisa,Educação infantil
591301,CENTRO DE ESTUDOS UNIFICADOS BANDEIRANTE,CEUBAN,3999,Associação Privada,1996.0,85.0,853.0,85317.0,Educação superior - graduação,8531700.0,Educação superior - graduação,VILA MATIAS,3548500.0,Santos,35.0,SP,Educação e pesquisa; Outras atividades associativas; Saúde,Associações de atividades não especificadas anteriormente
591615,ASSOCIACAO PLURAL,PLURAL,3999,Associação Privada,1999.0,84.0,841.0,84124.0,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",8412400.0,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",VILA MATHIAS,3548500.0,Santos,35.0,SP,Saúde,Outros serviços de saúde
591636,INSTITUTO OSVALDO DE ROSIS,A. B. O. R.,3999,Associação Privada,1999.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,PONTA DA PRAIA,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
591714,ASSOCIACAO DAS ENTIDADES USUARIAS DE CANAL COMUNITARIO EM SANTOS,TV COM SANTOS,3999,Associação Privada,1999.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,VILA BELMIRO,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos; Outras atividades associativas,Associações de atividades não especificadas anteriormente
591797,INCATEP INSTITUTO DE CAPACITACAO TECNICA PROFISSIONAL,GRUPO INCATEP,3999,Associação Privada,1999.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,ESTUARIO,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
591823,ASSOCIACAO BENEFICENTE SONY BARSOTTI MEY,,3999,Associação Privada,1999.0,85.0,851.0,85112.0,Educação infantil - creche,8511200.0,Educação infantil - creche,ENCRUZILHADA,3548500.0,Santos,35.0,SP,Educação e pesquisa,Educação infantil
591976,ASSOCIACAO BENEFICENTE MAOS ENTRELACADAS,GREMIO RECR. CULTURAL ACADEMIA SAMBA MAOS ENTRELACADAS,3301,Organização Social,2011.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,RADIO CLUBE,3548500.0,Santos,35.0,SP,Assistência social; Desenvolvimento e defesa de direitos,Assistência social; Outros
591992,ROTARY CLUB DE SANTOS PONTA DA PRAIA,,3999,Associação Privada,1996.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,GONZAGA,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
592002,ASSOCIACAO HOSPITALAR CASA DE SAUDE DE SANTOS,,3999,Associação Privada,2013.0,,,,,,,BOQUEIRAO,3548500.0,Santos,35.0,SP,Saúde,Hospitais
592031,IGREJA BATISTA CENTRAL EM SANTOS,IGREJA BATISTA CENTRAL DE ADORACAO,3220,Organização Religiosa,2013.0,,,,,,,VILA BELMIRO,3548500.0,Santos,35.0,SP,Religião,Religião
592293,PREVIDENCIA USIMINAS,,3999,Associação Privada,2012.0,65.0,654.0,65413.0,Previdência complementar fechada,6541300.0,Previdência complementar fechada,ENCRUZILHADA,3548500.0,Santos,35.0,SP,Outras atividades associativas; Outros,Associações de atividades não especificadas anteriormente
592394,ACAO DE RECUPERACAO SOCIAL-ARS,,3999,Associação Privada,1994.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,CHICO DE PAULA,3548500.0,Santos,35.0,SP,Assistência social; Desenvolvimento e defesa de direitos,Assistência social; Outros
592395,ASS POLICIAL DE ASSISTENCIA A SAUDE DA BAIXADA SANTISTA,APAS,3999,Associação Privada,1994.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,VILA BELMIRO,3548500.0,Santos,35.0,SP,Outras atividades associativas; Outros; Saúde,Associações de atividades não especificadas anteriormente
592397,LOJA MACONICA 26 DE JANEIRO,,3999,Associação Privada,1994.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,VILA NOVA,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos; Religião,Religião
592399,COMUNIDADE EVANGELICA DA PAZ,,3999,Associação Privada,1995.0,94.0,949.0,94910.0,Atividades de organizações religiosas,9491000.0,Atividades de organizações religiosas ou filosóficas,MACUCO,3548500.0,Santos,35.0,SP,Religião,Religião
592405,LAR ESPIRITA CAMINHO DO CRISTO,,3999,Associação Privada,1995.0,94.0,949.0,94910.0,Atividades de organizações religiosas,9491000.0,Atividades de organizações religiosas ou filosóficas,VILA MATIAS,3548500.0,Santos,35.0,SP,Religião,Religião
592424,SOCIEDADE BIBLICA INTERNACIONAL,,3999,Associação Privada,1994.0,94.0,949.0,94910.0,Atividades de organizações religiosas,9491000.0,Atividades de organizações religiosas ou filosóficas,MACUCO,3548500.0,Santos,35.0,SP,Religião,Religião
592662,ESCRITORIO CENTRAL DE ARRECADACAO E DISTRIBUICAO ECAD,,3999,Associação Privada,2001.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,BOQUEIRAO,3548500.0,Santos,35.0,SP,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
592720,FUNDACAO ASSISTENCIAL DOS SERVIDORES DO MINISTERIO DA FAZENDA,ASSEFAZ-SANTOS,3069,Fundação Privada,1985.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,VILA MATIAS,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
592794,ASSOCIACAO POIESIS,,3999,Associação Privada,1995.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,PAQUETA,3548500.0,Santos,35.0,SP,Assistência social; Desenvolvimento e defesa de direitos,Assistência social; Outros
592913,ORGAO GESTAO MAO OBRA DO TRAB PORT DO PORTO ORG SANTOS,OGMO SANTOS,3999,Associação Privada,1995.0,94.0,941.0,94120.0,Atividades de organizações associativas profissionais,9412000.0,Atividades de organizações associativas profissionais,VILA MATHIAS,3548500.0,Santos,35.0,SP,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
593052,ASSOCIACAO BENEFICENTE DE ASSISTENCIA SOCIAL AO EXCEPCIONAL - CENTRO DE CONVIVENCIA MARIA HELENA - ABASE,ABASE,3999,Associação Privada,1996.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,VILA MATHIAS,3548500.0,Santos,35.0,SP,Assistência social; Desenvolvimento e defesa de direitos,Outros
593101,IGREJA BATISTA DA PONTA DA PRAIA,,3999,Associação Privada,1996.0,94.0,949.0,94910.0,Atividades de organizações religiosas,9491000.0,Atividades de organizações religiosas ou filosóficas,PONTA DA PRAIA,3548500.0,Santos,35.0,SP,Religião,Religião
593165,ASSOCIACAO COMUNIDADE DE MAOS DADAS,,3999,Associação Privada,1996.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,VILA MATHIAS,3548500.0,Santos,35.0,SP,Assistência social; Desenvolvimento e defesa de direitos,Outros
593498,CENTRO CULTURAL PORTUGUES,CENTRO CULTURAL PORTUGUES,3999,Associação Privada,2010.0,94.0,949.0,94936.0,Atividades de organizações associativas ligadas à cultura e à arte,9493600.0,Atividades de organizações associativas ligadas à cultura e à arte,CENTRO,3548500.0,Santos,35.0,SP,Cultura e recreação,Cultura e arte
593536,ASSOCIACAO DESPORTIVA E CULTURAL ESTRELA,A.D.C. ESTRELA,3999,Associação Privada,2010.0,93.0,931.0,93191.0,Atividades esportivas não especificadas anteriormente,9319101.0,Produção e promoção de eventos esportivos,VILA NOVA,3548500.0,Santos,35.0,SP,Cultura e recreação,Esporte e recreação
593693,ASSOCIACAO AFAM DE ASSISTENCIA FARMACEUTICA,FARMAFAM - SANTOS,3999,Associação Privada,2011.0,47.0,477.0,47717.0,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,4771701.0,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",GONZAGA,3548500.0,Santos,35.0,SP,Outras atividades associativas; Outros,Associações de atividades não especificadas anteriormente
593834,ASSOCIACAO DE MANTENEDORES BENEFICIARIOS DA PETROS,AMBEP,3999,Associação Privada,1985.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,ENCRUZILHADA,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
593911,FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS,,3069,Fundação Privada,1990.0,65.0,654.0,65413.0,Previdência complementar fechada,6541300.0,Previdência complementar fechada,BOQUEIRAO,3548500.0,Santos,35.0,SP,Outras atividades associativas; Outros,Associações de atividades não especificadas anteriormente
593920,CENTRO REDENTOR,RACIONALISMO CRISTAO,3220,Organização Religiosa,1970.0,94.0,949.0,94910.0,Atividades de organizações religiosas,9491000.0,Atividades de organizações religiosas ou filosóficas,GONZAGA,3548500.0,Santos,35.0,SP,Religião,Religião
593932,IGREJA UNIVERSAL DO REINO DE DEUS,,3220,Organização Religiosa,1995.0,94.0,949.0,94910.0,Atividades de organizações religiosas,9491000.0,Atividades de organizações religiosas ou filosóficas,ENCRUZILHADA,3548500.0,Santos,35.0,SP,Religião,Religião
593993,PROVINCIA CARMELITANA DE SANTO ELIAS,CONVENTO DO CARMO,3999,Associação Privada,1966.0,94.0,949.0,94910.0,Atividades de organizações religiosas,9491000.0,Atividades de organizações religiosas ou filosóficas,CENTRO,3548500.0,Santos,35.0,SP,Religião,Religião
594037,CAMPING CLUBE DO BRASIL,,3999,Associação Privada,1988.0,93.0,931.0,93123.0,"Clubes sociais, esportivos e similares",9312300.0,"Clubes sociais, esportivos e similares",BERTIOGA,3548500.0,Santos,35.0,SP,Cultura e recreação,Esporte e recreação
594063,CAIXA DE ASSISTENCIA DOS FUNCIONARIOS DO BANCO DO BRASIL,CLINICASSI SANTOS - SP,3999,Associação Privada,2005.0,,,,,,,GONZAGA,3548500.0,Santos,35.0,SP,Outras atividades associativas; Outros; Saúde,Associações de atividades não especificadas anteriormente
594099,LEGIAO DA BOA VONTADE,NUCLEO E CENTRO COMUNITARIO DE ASSISTENCIA SOCIAL,3999,Associação Privada,1982.0,88.0,880.0,88006.0,Serviços de assistência social sem alojamento,8800600.0,Serviços de assistência social sem alojamento,ENCRUZILHADA,3548500.0,Santos,35.0,SP,Assistência social,Assistência social
594302,ASSOCIACAO BENEFICIENTE E REPRESENTATIVA DOS APOSENTADO,ABRACO,3999,Associação Privada,1983.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,CAMPO GRANDE,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
594308,"ESCRITORIO DE SERVICOS LOCAIS DE ALCOOLICOS ANONIMOS DA BAIXADA SANTISTA, LITORAL SUL E VALE DO RIBEIRA - AREA - 40",ESL - AREA - 40,3999,Associação Privada,1982.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,CENTRO,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
594444,INSTITUICAO PAULISTA ADVENTISTA DE EDUC E ASS SOCIAL,COLEGIO ADVENTISTA DE SANTOS,3999,Associação Privada,1980.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,VILA BELMIRO,3548500.0,Santos,35.0,SP,Educação e pesquisa,Ensino fundamental
594488,ASSOC BENEF E RECREATIVA EMPREGADOS STA CASA DE SANTOS,ABRESCAS,3999,Associação Privada,1973.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,JABAQUARA,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
594489,ROTARY CLUB DE SANTOS OESTE,,3999,Associação Privada,1981.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,VILA MATHIAS,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
594937,IGREJA BATISTA DO CENTENARIO,,3999,Associação Privada,1983.0,94.0,949.0,94910.0,Atividades de organizações religiosas,9491000.0,Atividades de organizações religiosas ou filosóficas,MACUCO,3548500.0,Santos,35.0,SP,Religião,Religião
594963,GREMIO ESPORTIVO MESQUITA,,3999,Associação Privada,1972.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,ALEMOA,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
594964,ASSOCIACAO DE FAMILIAS DE ROTARIANOS DE SANTOS,,3999,Associação Privada,1972.0,88.0,880.0,88006.0,Serviços de assistência social sem alojamento,8800600.0,Serviços de assistência social sem alojamento,GONZAGA,3548500.0,Santos,35.0,SP,Assistência social,Assistência social
595216,CAIXA DE ASSISTENCIA DOS ADVOGADOS DE SAO PAULO,,3999,Associação Privada,1993.0,94.0,941.0,94120.0,Atividades de organizações associativas profissionais,9412000.0,Atividades de organizações associativas profissionais,CENTRO,3548500.0,Santos,35.0,SP,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
595364,ORDEM DOS ADVOGADOS DO BRASIL - SECCAO DE SAO PAULO,SUB SECCAO SANTOS,3999,Associação Privada,1975.0,94.0,941.0,94120.0,Atividades de organizações associativas profissionais,9412000.0,Atividades de organizações associativas profissionais,CENTRO,3548500.0,Santos,35.0,SP,"Associações patronais, profissionais e de produtores rurais",Associações profissionais
595955,"ISBET-INSTITUTO BRASILEIRO PRO- EDUCACAO , TRABALHO E DESENVOLVIMENTO",,3999,Associação Privada,2014.0,,,,,,,VILA BELMIRO,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
596171,CEFAS CENTRO DE FORMACAO PARA APOSTOLADO DE SANTOS,,3999,Associação Privada,1973.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,JABAQUARA,3548500.0,Santos,35.0,SP,Cultura e recreação,Cultura e arte
596172,SOCIEDADE AMIGOS DA MARINHA,,3999,Associação Privada,1972.0,93.0,932.0,93298.0,Atividades de recreação e lazer não especificadas anteriormente,9329899.0,Outras atividades de recreação e lazer não especificadas anteriormente,ENCRUZILHADA,3548500.0,Santos,35.0,SP,Cultura e recreação,Esporte e recreação
596247,ROTARY CLUB SANTOS PRAIA,,3999,Associação Privada,1977.0,94.0,949.0,94936.0,Atividades de organizações associativas ligadas à cultura e à arte,9493600.0,Atividades de organizações associativas ligadas à cultura e à arte,GONZAGA,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
596759,ASSOCIACAO FUNDO DE INCENTIVO A PESQUISA,AFIP,3999,Associação Privada,2000.0,86.0,864.0,86402.0,Atividades de serviços de complementação diagnóstica e terapêutica,8640299.0,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,ENCRUZILHADA,3548500.0,Santos,35.0,SP,Saúde,Outros serviços de saúde
597077,ASSOCIACAO FUNDO DE INCENTIVO A PESQUISA,AFIP,3999,Associação Privada,2010.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,BOQUEIRAO,3548500.0,Santos,35.0,SP,Saúde,Outros serviços de saúde
597078,ASSOCIACAO FUNDO DE INCENTIVO A PESQUISA,AFIP,3999,Associação Privada,2010.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,APARECIDA,3548500.0,Santos,35.0,SP,Saúde,Outros serviços de saúde
597351,LAR ESPIRITA MENSAGEIROS DA LUZ - PARALISIA CEREBRAL,,3999,Associação Privada,1975.0,87.0,873.0,87301.0,Atividades de assistência social prestadas em residências coletivas e particulares,8730199.0,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,ENCRUZILHADA,3548500.0,Santos,35.0,SP,Assistência social; Saúde,Assistência social
597462,ASSOCIACAO DE PAIS PRO CENTRO DE REC DE EXCEPCIONAIS,,3999,Associação Privada,1974.0,87.0,872.0,87204.0,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química",8720499.0,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química não especificadas anteriormente",CENTRO,3548500.0,Santos,35.0,SP,Assistência social; Desenvolvimento e defesa de direitos,Assistência social; Outros
597792,ASSOCIACAO BRASILEIRA DOS TERMINAIS RETROPORTUARIOS E DAS EMPRESAS TRANSPORTADORAS DE CONTAINERES,ABTTC,3999,Associação Privada,1977.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,CENTRO,3548500.0,Santos,35.0,SP,"Associações patronais, profissionais e de produtores rurais",Associações empresariais e patronais
597800,LOJA COLUNA SANTISTA CENTO E SETENTA E UM,,3999,Associação Privada,1977.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,CAMPO GRANDE,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos; Religião,Religião
598064,ACADEMIA SANTISTA DE LETRAS,CASA DE MARTINS FONTES,3999,Associação Privada,1977.0,86.0,861.0,86101.0,Atividades de atendimento hospitalar,8610101.0,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",BOQUEIRAO,3548500.0,Santos,35.0,SP,Cultura e recreação,Cultura e arte
598186,ASSOCIACAO DESPORTIVA CLASSISTA COPEBRAS,,3999,Associação Privada,1978.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,VILA MATHIAS,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
598318,CAMARA DOS DIRIGENTES LOJISTAS SANTOS PRAIA,CDL - SANTOS - PRAIA,3999,Associação Privada,1975.0,93.0,931.0,93191.0,Atividades esportivas não especificadas anteriormente,9319101.0,Produção e promoção de eventos esportivos,GONZAGA,3548500.0,Santos,35.0,SP,Cultura e recreação,Esporte e recreação
598563,LIONS CLUBE SANTOS PONTA DA PRAIA,,3999,Associação Privada,1976.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,APARECIDA,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
598906,ASSOCIACAO DE INSTRUCAO POPULAR E BENEFICENCIA,COLEGIO SAO JOSE,3999,Associação Privada,1967.0,85.0,852.0,85201.0,Ensino médio,8520100.0,Ensino médio,Não informado,3548500.0,Santos,35.0,SP,Educação e pesquisa,Educação superior; Ensino médio
599002,SOCIEDADE BENEFICIENTE ISLAMICA DO LITORAL PAULISTA,,3999,Associação Privada,1978.0,87.0,873.0,87301.0,Atividades de assistência social prestadas em residências coletivas e particulares,8730199.0,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,MACUCO,3548500.0,Santos,35.0,SP,Assistência social,Assistência social
599067,SOCIEDADE DE MELHORAMENTOS DA VILA PROGRESSO,,3999,Associação Privada,1979.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,NOVA CINTRA,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
599068,IGREJA PRESBITERIANA INDEPENDENTE GETSEMANI,,3999,Associação Privada,1979.0,94.0,949.0,94910.0,Atividades de organizações religiosas,9491000.0,Atividades de organizações religiosas ou filosóficas,VILA BELMIRO,3548500.0,Santos,35.0,SP,Religião,Religião
599371,SOCIEDADE FILANTROPICA DAMASCO,,3999,Associação Privada,1979.0,88.0,880.0,88006.0,Serviços de assistência social sem alojamento,8800600.0,Serviços de assistência social sem alojamento,EMBARE,3548500.0,Santos,35.0,SP,Assistência social,Assistência social
600053,GREMIO MARECHAL DEODORO,,3999,Associação Privada,1979.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,MACUCO,3548500.0,Santos,35.0,SP,Cultura e recreação,Esporte e recreação
600189,ASSOCIACAO BENEFICENTE PROMOCIONAL - MOVIMENTO ALPHA DE ACAO COMUNITARIA,M.A.A.C. MOVIMENTO ALPHA DE ACAO COMUNITARIA,3999,Associação Privada,1980.0,,,,,,,ENCRUZILHADA,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
600277,ASSOCIACAO LAR CRISTAO SAO FRANCISCO DE ASSIS,,3999,Associação Privada,1979.0,87.0,871.0,87115.0,"Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares",8711502.0,Instituições de longa permanência para idosos,MACUCO,3548500.0,Santos,35.0,SP,Assistência social,Assistência social
600358,ASSOCIACAO DE MORADORES DO CONJ HABITACIONAL ANA COSTA,,3999,Associação Privada,1981.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,ENCRUZILHADA,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos,Outros
600359,CLUBE ATLETICO SANTA CECILIA,,3999,Associação Privada,1981.0,93.0,931.0,93123.0,"Clubes sociais, esportivos e similares",9312300.0,"Clubes sociais, esportivos e similares",APARECIDA,3548500.0,Santos,35.0,SP,Cultura e recreação,Esporte e recreação
600360,ASSOC EMPRESARIOS CONSTRUCAO CIVIL DA BAIXADA SANTISTA,ASSECOB,3999,Associação Privada,1981.0,94.0,941.0,94111.0,Atividades de organizações associativas patronais e empresariais,9411100.0,Atividades de organizações associativas patronais e empresariais,VILA MATHIAS,3548500.0,Santos,35.0,SP,"Associações patronais, profissionais e de produtores rurais",Associações empresariais e patronais
600361,AUGUSTA E RESPEITAVEL LOJA SIMBOLICA  ACACIA DE SANTOS N 224,,3999,Associação Privada,1981.0,94.0,943.0,94308.0,Atividades de associações de defesa de direitos sociais,9430800.0,Atividades de associações de defesa de direitos sociais,ESTUARIO,3548500.0,Santos,35.0,SP,Desenvolvimento e defesa de direitos; Religião,Religião
600514,ASSOCIACAO DOS AMIGOS DO 6 BPMI,,3999,Associação Privada,1982.0,94.0,949.0,94995.0,Atividades associativas não especificadas anteriormente,9499500.0,Atividades associativas não especificadas anteriormente,PONTA DA PRAIA,3548500.0,Santos,35.0,SP,Cultura e recreação,Esporte e recreação
